,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Age_true,AgeGroup,Familysize,Ticketsize,FareGroup,CabinLvl
0,0,3,male,22.0,1,0,7.25,S,Mr,True,Young Adults,1,1,Very Cheap,XX
1,1,1,female,38.0,1,0,71.2833,C,Mrs,True,Middle-aged,1,1,Expensive,C
2,1,3,female,26.0,0,0,7.925,S,Ms,True,Adults,0,1,Cheap,XX
3,1,1,female,35.0,1,0,53.1,S,Mrs,True,Middle-aged,1,2,Expensive,C
4,0,3,male,35.0,0,0,8.05,S,Mr,True,Middle-aged,0,1,Cheap,XX
5,0,3,male,32.0,0,0,8.4583,Q,Mr,False,Adults,0,1,Cheap,XX
6,0,1,male,54.0,0,0,51.8625,S,Mr,True,Seniors,0,1,Expensive,E
7,0,3,male,2.0,3,1,21.075,S,Master,True,Kids,4,4,Normal,XX
8,1,3,female,27.0,0,2,11.1333,S,Mrs,True,Adults,2,3,Normal,XX
9,1,2,female,14.0,1,0,30.0708,C,Mrs,True,Teenagers,1,2,Average,XX
10,1,3,female,4.0,1,1,16.7,S,Ms,True,Kids,2,2,Normal,G
11,1,1,female,58.0,0,0,26.55,S,Ms,True,Seniors,0,1,Average,C
12,0,3,male,20.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
13,0,3,male,39.0,1,5,31.275,S,Mr,True,Middle-aged,6,7,Average,XX
14,0,3,female,14.0,0,0,7.8542,S,Ms,True,Teenagers,0,1,Cheap,XX
15,1,2,female,55.0,0,0,16.0,S,Mrs,True,Seniors,0,1,Normal,XX
16,0,3,male,2.0,4,1,29.125,Q,Master,True,Kids,5,5,Average,XX
17,1,2,male,32.0,0,0,13.0,S,Mr,False,Adults,0,1,Normal,XX
18,0,3,female,31.0,1,0,18.0,S,Mrs,True,Adults,1,1,Normal,XX
19,1,3,female,35.0,0,0,7.225,C,Mrs,False,Middle-aged,0,1,Very Cheap,XX
20,0,2,male,35.0,0,0,26.0,S,Mr,True,Middle-aged,0,2,Average,XX
21,1,2,male,34.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,D
22,1,3,female,15.0,0,0,8.0292,Q,Ms,True,Teenagers,0,1,Cheap,XX
23,1,1,male,28.0,0,0,35.5,S,Mr,True,Adults,0,1,Average,A
24,0,3,female,8.0,3,1,21.075,S,Ms,True,Kids,4,4,Normal,XX
25,1,3,female,38.0,1,5,31.3875,S,Mrs,True,Middle-aged,6,4,Average,XX
26,0,3,male,32.0,0,0,7.225,C,Mr,False,Adults,0,1,Very Cheap,XX
27,0,1,male,19.0,3,2,263.0,S,Mr,True,Young Adults,5,4,Very Expensive,C
28,1,3,female,22.0,0,0,7.8792,Q,Ms,False,Young Adults,0,1,Cheap,XX
29,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
30,0,1,male,40.0,0,0,27.7208,C,Noble,True,Middle-aged,0,1,Average,XX
31,1,1,female,35.0,1,0,146.5208,C,Mrs,False,Middle-aged,1,2,Very Expensive,B
32,1,3,female,22.0,0,0,7.75,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
33,0,2,male,66.0,0,0,10.5,S,Mr,True,Seniors,0,1,Cheap,XX
34,0,1,male,28.0,1,0,82.1708,C,Mr,True,Adults,1,2,Expensive,XX
35,0,1,male,42.0,1,0,52.0,S,Mr,True,Middle-aged,1,2,Expensive,XX
36,1,3,male,32.0,0,0,7.2292,C,Mr,False,Adults,0,1,Very Cheap,XX
37,0,3,male,21.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
38,0,3,female,18.0,2,0,18.0,S,Ms,True,Young Adults,2,2,Normal,XX
39,1,3,female,14.0,1,0,11.2417,C,Ms,True,Teenagers,1,2,Normal,XX
40,0,3,female,40.0,1,0,9.475,S,Mrs,True,Middle-aged,1,1,Cheap,XX
41,0,2,female,27.0,1,0,21.0,S,Mrs,True,Adults,1,2,Normal,XX
42,0,3,male,32.0,0,0,7.8958,C,Mr,False,Adults,0,1,Cheap,XX
43,1,2,female,3.0,1,2,41.5792,C,Ms,True,Kids,3,3,Expensive,XX
44,1,3,female,19.0,0,0,7.8792,Q,Ms,True,Young Adults,0,1,Cheap,XX
45,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
46,0,3,male,32.0,1,0,15.5,Q,Mr,False,Adults,1,1,Normal,XX
47,1,3,female,22.0,0,0,7.75,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
48,0,3,male,32.0,2,0,21.6792,C,Mr,False,Adults,2,1,Normal,XX
49,0,3,female,18.0,1,0,17.8,S,Mrs,True,Young Adults,1,2,Normal,XX
50,0,3,male,7.0,4,1,39.6875,S,Master,True,Kids,5,6,Average,XX
51,0,3,male,21.0,0,0,7.8,S,Mr,True,Young Adults,0,1,Very Cheap,XX
52,1,1,female,49.0,1,0,76.7292,C,Mrs,True,Middle-aged,1,3,Expensive,D
53,1,2,female,29.0,1,0,26.0,S,Mrs,True,Adults,1,1,Average,XX
54,0,1,male,65.0,0,1,61.9792,C,Mr,True,Seniors,1,1,Expensive,B
55,1,1,male,32.0,0,0,35.5,S,Mr,False,Adults,0,1,Average,C
56,1,2,female,21.0,0,0,10.5,S,Ms,True,Young Adults,0,1,Cheap,XX
57,0,3,male,28.0,0,0,7.2292,C,Mr,False,Adults,0,1,Very Cheap,XX
58,1,2,female,5.0,1,2,27.75,S,Ms,True,Kids,3,3,Average,XX
59,0,3,male,11.0,5,2,46.9,S,Master,True,Kids,7,6,Expensive,XX
60,0,3,male,22.0,0,0,7.2292,C,Mr,True,Young Adults,0,1,Very Cheap,XX
61,1,1,female,38.0,0,0,80.0,S,Ms,True,Middle-aged,0,2,Expensive,B
62,0,1,male,45.0,1,0,83.475,S,Mr,True,Middle-aged,1,2,Expensive,C
63,0,3,male,4.0,3,2,27.9,S,Master,True,Kids,5,6,Average,XX
64,0,1,male,32.0,0,0,27.7208,C,Mr,False,Adults,0,1,Average,XX
65,1,3,male,4.0,1,1,15.2458,C,Master,False,Kids,2,2,Normal,XX
66,1,2,female,29.0,0,0,10.5,S,Mrs,True,Adults,0,1,Cheap,F
67,0,3,male,19.0,0,0,8.1583,S,Mr,True,Young Adults,0,1,Cheap,XX
68,1,3,female,17.0,4,2,7.925,S,Ms,True,Teenagers,6,1,Cheap,XX
69,0,3,male,26.0,2,0,8.6625,S,Mr,True,Adults,2,1,Cheap,XX
70,0,2,male,32.0,0,0,10.5,S,Mr,True,Adults,0,1,Cheap,XX
71,0,3,female,16.0,5,2,46.9,S,Ms,True,Teenagers,7,6,Expensive,XX
72,0,2,male,21.0,0,0,73.5,S,Mr,True,Young Adults,0,5,Expensive,XX
73,0,3,male,26.0,1,0,14.4542,C,Mr,True,Adults,1,1,Normal,XX
74,1,3,male,32.0,0,0,56.4958,S,Mr,True,Adults,0,7,Expensive,XX
75,0,3,male,25.0,0,0,7.65,S,Mr,True,Adults,0,1,Very Cheap,F
76,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
77,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
78,1,2,male,0.0,0,2,29.0,S,Master,True,Kids,2,2,Average,XX
79,1,3,female,30.0,0,0,12.475,S,Ms,True,Adults,0,2,Normal,XX
80,0,3,male,22.0,0,0,9.0,S,Mr,True,Young Adults,0,1,Cheap,XX
81,1,3,male,29.0,0,0,9.5,S,Mr,True,Adults,0,1,Cheap,XX
82,1,3,female,22.0,0,0,7.7875,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
83,0,1,male,28.0,0,0,47.1,S,Mr,True,Adults,0,1,Expensive,XX
84,1,2,female,17.0,0,0,10.5,S,Ms,True,Teenagers,0,1,Cheap,XX
85,1,3,female,33.0,3,0,15.85,S,Mrs,True,Adults,3,2,Normal,XX
86,0,3,male,16.0,1,3,34.375,S,Mr,True,Teenagers,4,4,Average,XX
87,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
88,1,1,female,23.0,3,2,263.0,S,Ms,True,Young Adults,5,4,Very Expensive,C
89,0,3,male,24.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
90,0,3,male,29.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,XX
91,0,3,male,20.0,0,0,7.8542,S,Mr,True,Young Adults,0,1,Cheap,XX
92,0,1,male,46.0,1,0,61.175,S,Mr,True,Middle-aged,1,1,Expensive,E
93,0,3,male,26.0,1,2,20.575,S,Mr,True,Adults,3,2,Normal,XX
94,0,3,male,59.0,0,0,7.25,S,Mr,True,Seniors,0,1,Very Cheap,XX
95,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
96,0,1,male,71.0,0,0,34.6542,C,Mr,True,Seniors,0,1,Average,A
97,1,1,male,23.0,0,1,63.3583,C,Mr,True,Young Adults,1,1,Expensive,D
98,1,2,female,34.0,0,1,23.0,S,Mrs,True,Adults,1,2,Normal,XX
99,0,2,male,34.0,1,0,26.0,S,Mr,True,Adults,1,2,Average,XX
100,0,3,female,28.0,0,0,7.8958,S,Ms,True,Adults,0,1,Cheap,XX
101,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
102,0,1,male,21.0,0,1,77.2875,S,Mr,True,Young Adults,1,2,Expensive,D
103,0,3,male,33.0,0,0,8.6542,S,Mr,True,Adults,0,1,Cheap,XX
104,0,3,male,37.0,2,0,7.925,S,Mr,True,Middle-aged,2,1,Cheap,XX
105,0,3,male,28.0,0,0,7.8958,S,Mr,True,Adults,0,1,Cheap,XX
106,1,3,female,21.0,0,0,7.65,S,Ms,True,Young Adults,0,1,Very Cheap,XX
107,1,3,male,32.0,0,0,7.775,S,Mr,False,Adults,0,1,Very Cheap,XX
108,0,3,male,38.0,0,0,7.8958,S,Mr,True,Middle-aged,0,1,Cheap,XX
109,1,3,female,22.0,1,0,24.15,Q,Ms,False,Young Adults,1,3,Average,XX
110,0,1,male,47.0,0,0,52.0,S,Mr,True,Middle-aged,0,2,Expensive,C
111,0,3,female,14.0,1,0,14.4542,C,Ms,False,Teenagers,1,2,Normal,XX
112,0,3,male,22.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
113,0,3,female,20.0,1,0,9.825,S,Ms,True,Young Adults,1,1,Cheap,XX
114,0,3,female,17.0,0,0,14.4583,C,Ms,True,Teenagers,0,2,Normal,XX
115,0,3,male,21.0,0,0,7.925,S,Mr,True,Young Adults,0,1,Cheap,XX
116,0,3,male,70.0,0,0,7.75,Q,Mr,False,Seniors,0,1,Very Cheap,XX
117,0,2,male,29.0,1,0,21.0,S,Mr,True,Adults,1,2,Normal,XX
118,0,1,male,24.0,0,1,247.5208,C,Mr,True,Young Adults,1,2,Very Expensive,B
119,0,3,female,2.0,4,2,31.275,S,Ms,True,Kids,6,7,Average,XX
120,0,2,male,21.0,2,0,73.5,S,Mr,True,Young Adults,2,5,Expensive,XX
121,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
122,0,2,male,32.0,1,0,30.0708,C,Mr,False,Adults,1,2,Average,XX
123,1,2,female,32.0,0,0,13.0,S,Ms,False,Adults,0,1,Normal,E
124,0,1,male,54.0,0,1,77.2875,S,Mr,True,Seniors,1,2,Expensive,D
125,1,3,male,12.0,1,0,11.2417,C,Master,True,Teenagers,1,2,Normal,XX
126,0,3,male,32.0,0,0,7.75,Q,Mr,False,Adults,0,1,Very Cheap,XX
127,1,3,male,24.0,0,0,7.1417,S,Mr,True,Young Adults,0,1,Very Cheap,XX
128,1,3,female,22.0,1,1,22.3583,C,Ms,False,Young Adults,2,2,Normal,F
129,0,3,male,45.0,0,0,6.975,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
130,0,3,male,33.0,0,0,7.8958,C,Mr,True,Adults,0,1,Cheap,XX
131,0,3,male,20.0,0,0,7.05,S,Mr,True,Young Adults,0,1,Very Cheap,XX
132,0,3,female,47.0,1,0,14.5,S,Mrs,True,Middle-aged,1,1,Normal,XX
133,1,2,female,29.0,1,0,26.0,S,Mrs,True,Adults,1,1,Average,XX
134,0,2,male,25.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
135,0,2,male,23.0,0,0,15.0458,C,Mr,True,Young Adults,0,1,Normal,XX
136,1,1,female,19.0,0,2,26.2833,S,Ms,True,Young Adults,2,1,Average,D
137,0,1,male,37.0,1,0,53.1,S,Mr,True,Middle-aged,1,2,Expensive,C
138,0,3,male,16.0,0,0,9.2167,S,Mr,True,Teenagers,0,2,Cheap,XX
139,0,1,male,24.0,0,0,79.2,C,Mr,True,Young Adults,0,2,Expensive,B
140,0,3,female,35.0,0,2,15.2458,C,Mrs,False,Middle-aged,2,2,Normal,XX
141,1,3,female,22.0,0,0,7.75,S,Ms,True,Young Adults,0,1,Very Cheap,XX
142,1,3,female,24.0,1,0,15.85,S,Mrs,True,Young Adults,1,2,Normal,XX
143,0,3,male,19.0,0,0,6.75,Q,Mr,True,Young Adults,0,1,Very Cheap,XX
144,0,2,male,18.0,0,0,11.5,S,Mr,True,Young Adults,0,1,Normal,XX
145,0,2,male,19.0,1,1,36.75,S,Mr,True,Young Adults,2,2,Average,XX
146,1,3,male,27.0,0,0,7.7958,S,Mr,True,Adults,0,1,Very Cheap,XX
147,0,3,female,9.0,2,2,34.375,S,Ms,True,Kids,4,4,Average,XX
148,0,2,male,36.0,0,2,26.0,S,Mr,False,Middle-aged,2,3,Average,F
149,0,2,male,42.0,0,0,13.0,S,Noble,True,Middle-aged,0,1,Normal,XX
150,0,2,male,51.0,0,0,12.525,S,Noble,True,Seniors,0,1,Normal,XX
151,1,1,female,22.0,1,0,66.6,S,Mrs,True,Young Adults,1,2,Expensive,C
152,0,3,male,55.0,0,0,8.05,S,Mr,False,Seniors,0,1,Cheap,XX
153,0,3,male,40.0,0,2,14.5,S,Mr,False,Middle-aged,2,1,Normal,XX
154,0,3,male,32.0,0,0,7.3125,S,Mr,False,Adults,0,1,Very Cheap,XX
155,0,1,male,51.0,0,1,61.3792,C,Mr,True,Seniors,1,1,Expensive,XX
156,1,3,female,16.0,0,0,7.7333,Q,Ms,True,Teenagers,0,1,Very Cheap,XX
157,0,3,male,30.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,XX
158,0,3,male,32.0,0,0,8.6625,S,Mr,False,Adults,0,1,Cheap,XX
159,0,3,male,4.0,8,2,69.55,S,Master,False,Kids,10,7,Expensive,XX
160,0,3,male,44.0,0,1,16.1,S,Mr,True,Middle-aged,1,1,Normal,XX
161,1,2,female,40.0,0,0,15.75,S,Mrs,True,Middle-aged,0,1,Normal,XX
162,0,3,male,26.0,0,0,7.775,S,Mr,True,Adults,0,1,Very Cheap,XX
163,0,3,male,17.0,0,0,8.6625,S,Mr,True,Teenagers,0,1,Cheap,XX
164,0,3,male,1.0,4,1,39.6875,S,Master,True,Kids,5,6,Average,XX
165,1,3,male,9.0,0,2,20.525,S,Master,True,Kids,2,3,Normal,XX
166,1,1,female,35.0,0,1,55.0,S,Mrs,False,Middle-aged,1,2,Expensive,E
167,0,3,female,45.0,1,4,27.9,S,Mrs,True,Middle-aged,5,6,Average,XX
168,0,1,male,32.0,0,0,25.925,S,Mr,False,Adults,0,1,Average,XX
169,0,3,male,28.0,0,0,56.4958,S,Mr,True,Adults,0,7,Expensive,XX
170,0,1,male,61.0,0,0,33.5,S,Mr,True,Seniors,0,1,Average,B
171,0,3,male,4.0,4,1,29.125,Q,Master,True,Kids,5,5,Average,XX
172,1,3,female,1.0,1,1,11.1333,S,Ms,True,Kids,2,3,Normal,XX
173,0,3,male,21.0,0,0,7.925,S,Mr,True,Young Adults,0,1,Cheap,XX
174,0,1,male,56.0,0,0,30.6958,C,Mr,True,Seniors,0,1,Average,A
175,0,3,male,18.0,1,1,7.8542,S,Mr,True,Young Adults,2,1,Cheap,XX
176,0,3,male,4.0,3,1,25.4667,S,Master,False,Kids,4,4,Average,XX
177,0,1,female,50.0,0,0,28.7125,C,Ms,True,Seniors,0,1,Average,C
178,0,2,male,30.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
179,0,3,male,36.0,0,0,0.0,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
180,0,3,female,22.0,8,2,69.55,S,Ms,False,Young Adults,10,7,Expensive,XX
181,0,2,male,32.0,0,0,15.05,C,Mr,False,Adults,0,1,Normal,XX
182,0,3,male,9.0,4,2,31.3875,S,Master,True,Kids,6,4,Average,XX
183,1,2,male,1.0,2,1,39.0,S,Master,True,Kids,3,2,Average,F
184,1,3,female,4.0,0,2,22.025,S,Ms,True,Kids,2,1,Normal,XX
185,0,1,male,32.0,0,0,50.0,S,Mr,False,Adults,0,1,Expensive,A
186,1,3,female,35.0,1,0,15.5,Q,Mrs,False,Middle-aged,1,2,Normal,XX
187,1,1,male,45.0,0,0,26.55,S,Mr,True,Middle-aged,0,1,Average,XX
188,0,3,male,40.0,1,1,15.5,Q,Mr,True,Middle-aged,2,2,Normal,XX
189,0,3,male,36.0,0,0,7.8958,S,Mr,True,Middle-aged,0,1,Cheap,XX
190,1,2,female,32.0,0,0,13.0,S,Mrs,True,Adults,0,1,Normal,XX
191,0,2,male,19.0,0,0,13.0,S,Mr,True,Young Adults,0,1,Normal,XX
192,1,3,female,19.0,1,0,7.8542,S,Ms,True,Young Adults,1,1,Cheap,XX
193,1,2,male,3.0,1,1,26.0,S,Master,True,Kids,2,3,Average,F
194,1,1,female,44.0,0,0,27.7208,C,Mrs,True,Middle-aged,0,1,Average,B
195,1,1,female,58.0,0,0,146.5208,C,Ms,True,Seniors,0,2,Very Expensive,B
196,0,3,male,32.0,0,0,7.75,Q,Mr,False,Adults,0,1,Very Cheap,XX
197,0,3,male,42.0,0,1,8.4042,S,Mr,True,Middle-aged,1,1,Cheap,XX
198,1,3,female,22.0,0,0,7.75,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
199,0,2,female,24.0,0,0,13.0,S,Ms,True,Young Adults,0,1,Normal,XX
200,0,3,male,28.0,0,0,9.5,S,Mr,True,Adults,0,1,Cheap,XX
201,0,3,male,32.0,8,2,69.55,S,Mr,False,Adults,10,7,Expensive,XX
202,0,3,male,34.0,0,0,6.4958,S,Mr,True,Adults,0,1,Very Cheap,XX
203,0,3,male,45.0,0,0,7.225,C,Mr,False,Middle-aged,0,1,Very Cheap,XX
204,1,3,male,18.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
205,0,3,female,2.0,0,1,10.4625,S,Ms,True,Kids,1,2,Cheap,G
206,0,3,male,32.0,1,0,15.85,S,Mr,True,Adults,1,2,Normal,XX
207,1,3,male,26.0,0,0,18.7875,C,Mr,True,Adults,0,2,Normal,XX
208,1,3,female,16.0,0,0,7.75,Q,Ms,True,Teenagers,0,1,Very Cheap,XX
209,1,1,male,40.0,0,0,31.0,C,Mr,True,Middle-aged,0,1,Average,A
210,0,3,male,24.0,0,0,7.05,S,Mr,True,Young Adults,0,1,Very Cheap,XX
211,1,2,female,35.0,0,0,21.0,S,Ms,True,Middle-aged,0,1,Normal,XX
212,0,3,male,22.0,0,0,7.25,S,Mr,True,Young Adults,0,1,Very Cheap,XX
213,0,2,male,30.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
214,0,3,male,32.0,1,0,7.75,Q,Mr,False,Adults,1,1,Very Cheap,XX
215,1,1,female,31.0,1,0,113.275,C,Ms,True,Adults,1,3,Very Expensive,D
216,1,3,female,27.0,0,0,7.925,S,Ms,True,Adults,0,1,Cheap,XX
217,0,2,male,42.0,1,0,27.0,S,Mr,True,Middle-aged,1,2,Average,XX
218,1,1,female,32.0,0,0,76.2917,C,Ms,True,Adults,0,1,Expensive,D
219,0,2,male,30.0,0,0,10.5,S,Mr,True,Adults,0,1,Cheap,XX
220,1,3,male,16.0,0,0,8.05,S,Mr,True,Teenagers,0,1,Cheap,XX
221,0,2,male,27.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
222,0,3,male,51.0,0,0,8.05,S,Mr,True,Seniors,0,1,Cheap,XX
223,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
