,Pclass,Sex,Age,SibSp,Parch,Fare,Age_true,AgeGroup,Familysize,Ticketsize,FareGroup,CabinLvl,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Mr,Title_Mrs,Title_Ms,Title_Noble,Survived
340,2,1.0,2.0,1,1,26.0,1.0,0.0,2,3,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
743,3,1.0,24.0,1,0,16.1,1.0,2.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
519,3,1.0,32.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
203,3,1.0,45.0,0,0,7.225,0.0,4.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
237,2,0.0,8.0,0,2,26.25,1.0,0.0,2,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
93,3,1.0,26.0,1,2,20.575,1.0,3.0,3,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
730,1,0.0,29.0,0,0,211.3375,1.0,3.0,0,3,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
440,2,0.0,45.0,1,1,26.25,1.0,4.0,2,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
559,3,0.0,36.0,1,0,17.4,1.0,4.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
284,1,1.0,32.0,0,0,26.0,0.0,3.0,0,1,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
184,3,0.0,4.0,0,2,22.025,1.0,0.0,2,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
791,2,1.0,16.0,0,0,26.0,1.0,1.0,0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
487,1,1.0,58.0,0,0,29.7,1.0,5.0,0,1,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
153,3,1.0,40.0,0,2,14.5,0.0,4.0,2,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
75,3,1.0,25.0,0,0,7.65,1.0,3.0,0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
656,3,1.0,32.0,0,0,7.8958,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
631,3,1.0,51.0,0,0,7.0542,1.0,5.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
277,2,1.0,32.0,0,0,20.66218315217392,0.0,3.0,0,3,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
68,3,0.0,17.0,4,2,7.925,1.0,1.0,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
825,3,1.0,32.0,0,0,6.95,0.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
188,3,1.0,40.0,1,1,15.5,1.0,4.0,2,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
271,3,1.0,25.0,0,0,0.0,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
662,1,1.0,47.0,0,0,25.5875,1.0,4.0,0,1,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
711,1,1.0,32.0,0,0,26.55,0.0,3.0,0,1,3.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
236,2,1.0,44.0,1,0,26.0,1.0,4.0,1,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
88,1,0.0,23.0,3,2,263.0,1.0,2.0,5,4,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
757,2,1.0,18.0,0,0,11.5,1.0,2.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
117,2,1.0,29.0,1,0,21.0,1.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
125,3,1.0,12.0,1,0,11.2417,1.0,1.0,1,2,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
731,3,1.0,11.0,0,0,18.7875,1.0,0.0,0,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
289,3,0.0,22.0,0,0,7.75,1.0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
238,2,1.0,19.0,0,0,10.5,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,3,1.0,22.0,1,0,7.25,1.0,2.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
881,3,1.0,33.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
467,1,1.0,56.0,0,0,26.55,1.0,5.0,0,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
827,2,1.0,1.0,0,2,37.0042,1.0,0.0,2,2,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
395,3,1.0,22.0,0,0,7.7958,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
531,3,1.0,32.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
126,3,1.0,32.0,0,0,7.75,0.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
278,3,1.0,7.0,4,1,29.125,1.0,0.0,5,5,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
691,3,0.0,4.0,0,1,13.4167,1.0,0.0,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
116,3,1.0,70.0,0,0,7.75,0.0,5.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
228,2,1.0,18.0,0,0,13.0,1.0,2.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
622,3,1.0,20.0,1,1,15.7417,1.0,2.0,2,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
655,2,1.0,24.0,2,0,73.5,1.0,2.0,2,5,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
598,3,1.0,32.0,0,0,7.225,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
516,2,0.0,34.0,0,0,10.5,1.0,3.0,0,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
274,3,0.0,22.0,0,0,7.75,0.0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
318,1,0.0,31.0,0,2,164.8667,1.0,3.0,2,2,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
606,3,1.0,30.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
144,2,1.0,18.0,0,0,11.5,1.0,2.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
634,3,0.0,9.0,3,2,27.9,1.0,0.0,5,6,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
558,1,0.0,39.0,1,1,79.65,1.0,4.0,2,3,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
809,1,0.0,33.0,1,0,53.1,1.0,3.0,1,2,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
745,1,1.0,70.0,1,1,71.0,1.0,5.0,2,2,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
369,1,0.0,24.0,0,0,69.3,1.0,2.0,0,2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
268,1,0.0,58.0,0,1,153.4625,1.0,5.0,1,3,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
623,3,1.0,21.0,0,0,7.8542,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
307,1,0.0,17.0,1,0,108.9,1.0,1.0,1,2,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
423,3,0.0,28.0,1,1,14.4,1.0,3.0,2,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
310,1,0.0,24.0,0,0,83.1583,1.0,2.0,0,2,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
354,3,1.0,32.0,0,0,7.225,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46,3,1.0,32.0,1,0,15.5,0.0,3.0,1,1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
349,3,1.0,42.0,0,0,8.6625,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
371,3,1.0,18.0,1,0,6.4958,1.0,2.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
479,3,0.0,2.0,0,1,12.2875,1.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
576,2,0.0,34.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
261,3,1.0,3.0,4,2,31.3875,1.0,0.0,6,4,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
195,1,0.0,58.0,0,0,146.5208,1.0,5.0,0,2,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
890,3,1.0,32.0,0,0,7.75,1.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
744,3,1.0,31.0,0,0,7.925,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
107,3,1.0,32.0,0,0,7.775,0.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
866,2,0.0,27.0,1,0,13.8583,1.0,3.0,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
59,3,1.0,11.0,5,2,46.9,1.0,0.0,7,6,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
658,2,1.0,23.0,0,0,13.0,1.0,2.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
263,1,1.0,40.0,0,0,84.1546875,1.0,4.0,0,1,4.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
568,3,1.0,32.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
100,3,0.0,28.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
443,2,0.0,28.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
490,3,1.0,32.0,1,0,19.9667,0.0,3.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
687,3,1.0,19.0,0,0,10.1708,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
799,3,0.0,30.0,1,1,24.15,1.0,3.0,2,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
640,3,1.0,20.0,0,0,7.8542,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
169,3,1.0,28.0,0,0,56.4958,1.0,3.0,0,7,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
179,3,1.0,36.0,0,0,0.0,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
304,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
341,1,0.0,24.0,3,2,263.0,1.0,2.0,5,4,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
57,3,1.0,28.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
858,3,0.0,24.0,0,3,19.2583,1.0,2.0,3,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
149,2,1.0,42.0,0,0,13.0,1.0,4.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
124,1,1.0,54.0,0,1,77.2875,1.0,5.0,1,2,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
703,3,1.0,25.0,0,0,7.7417,1.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
50,3,1.0,7.0,4,1,39.6875,1.0,0.0,5,6,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
353,3,1.0,25.0,1,0,17.8,1.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
823,3,0.0,27.0,0,1,12.475,1.0,3.0,1,2,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
142,3,0.0,24.0,1,0,15.85,1.0,2.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
470,3,1.0,32.0,0,0,7.25,0.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
399,2,0.0,28.0,0,0,12.65,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
575,3,1.0,19.0,0,0,14.5,1.0,2.0,0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
320,3,1.0,22.0,0,0,7.25,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
19,3,0.0,35.0,0,0,7.225,0.0,4.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
792,3,0.0,22.0,8,2,69.55,0.0,2.0,10,7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
707,1,1.0,42.0,0,0,26.2875,1.0,4.0,0,1,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
723,2,1.0,50.0,0,0,13.0,1.0,5.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
407,2,1.0,3.0,1,1,18.75,1.0,0.0,2,3,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
557,1,1.0,32.0,0,0,227.525,0.0,3.0,0,4,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,3,0.0,18.0,2,0,18.0,1.0,2.0,2,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
175,3,1.0,18.0,1,1,7.8542,1.0,2.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
245,1,1.0,44.0,2,0,90.0,1.0,4.0,2,2,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
740,1,1.0,32.0,0,0,30.0,0.0,3.0,0,1,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
602,1,1.0,32.0,0,0,42.4,0.0,3.0,0,1,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
768,3,1.0,32.0,1,0,24.15,0.0,3.0,1,3,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
764,3,1.0,16.0,0,0,7.775,1.0,1.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
154,3,1.0,32.0,0,0,7.3125,0.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
287,3,1.0,22.0,0,0,7.8958,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
750,2,0.0,4.0,1,1,23.0,1.0,0.0,2,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
17,2,1.0,32.0,0,0,13.0,0.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
127,3,1.0,24.0,0,0,7.1417,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
322,2,0.0,30.0,0,0,12.35,1.0,3.0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
255,3,0.0,29.0,0,2,15.2458,1.0,3.0,2,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
770,3,1.0,24.0,0,0,9.5,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
856,1,0.0,45.0,1,1,164.8667,1.0,4.0,2,2,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
190,2,0.0,32.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
115,3,1.0,21.0,0,0,7.925,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
737,1,1.0,35.0,0,0,512.3292,1.0,4.0,0,3,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
180,3,0.0,22.0,8,2,69.55,0.0,2.0,10,7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
301,3,1.0,32.0,2,0,23.25,0.0,3.0,2,2,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
679,1,1.0,36.0,0,1,512.3292,1.0,4.0,1,3,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
638,3,0.0,41.0,0,5,39.6875,1.0,4.0,5,6,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
649,3,0.0,23.0,0,0,7.55,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
616,3,1.0,34.0,1,1,14.4,1.0,3.0,2,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
596,2,0.0,22.0,0,0,33.0,0.0,2.0,0,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
517,3,1.0,32.0,0,0,24.15,0.0,3.0,0,3,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
875,3,0.0,15.0,0,0,7.225,1.0,1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
45,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
807,3,0.0,18.0,0,0,7.775,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
157,3,1.0,30.0,0,0,8.05,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
665,2,1.0,32.0,2,0,73.5,1.0,3.0,2,5,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
171,3,1.0,4.0,4,1,29.125,1.0,0.0,5,5,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
16,3,1.0,2.0,4,1,29.125,1.0,0.0,5,5,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
511,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,3,1.0,32.0,2,0,21.6792,0.0,3.0,2,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
862,1,0.0,48.0,0,0,25.9292,1.0,4.0,0,1,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
749,3,1.0,31.0,0,0,7.75,1.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
515,1,1.0,47.0,0,0,34.0208,1.0,4.0,0,1,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
617,3,0.0,26.0,1,0,16.1,1.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
480,3,1.0,9.0,5,2,46.9,1.0,0.0,7,6,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
283,3,1.0,19.0,0,0,8.05,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
589,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
225,3,1.0,22.0,0,0,9.35,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
26,3,1.0,32.0,0,0,7.225,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
848,2,1.0,28.0,0,1,33.0,1.0,3.0,1,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
437,2,0.0,24.0,2,3,18.75,1.0,2.0,5,3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
844,3,1.0,17.0,0,0,8.6625,1.0,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
364,3,1.0,32.0,1,0,15.5,0.0,3.0,1,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
229,3,0.0,22.0,3,1,25.4667,0.0,2.0,4,4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
