,Pclass,Sex,Age,SibSp,Parch,Fare,Age_true,AgeGroup,Familysize,Ticketsize,FareGroup,CabinLvl,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Mr,Title_Mrs,Title_Ms,Title_Noble,Survived
37,3,1.0,21.0,0,0,8.05,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
857,1,1.0,51.0,0,0,26.55,1.0,5.0,0,1,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
374,3,0.0,3.0,3,1,21.075,1.0,0.0,4,4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
469,3,0.0,0.0,2,1,19.2583,1.0,0.0,3,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
859,3,1.0,32.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
758,3,1.0,34.0,0,0,8.05,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
651,2,0.0,18.0,0,1,23.0,1.0,2.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
194,1,0.0,44.0,0,0,27.7208,1.0,4.0,0,1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
760,3,1.0,32.0,0,0,14.5,0.0,3.0,0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
868,3,1.0,32.0,0,0,9.5,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
503,3,0.0,37.0,0,0,9.5875,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
861,2,1.0,21.0,1,0,11.5,1.0,2.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
741,1,1.0,36.0,1,0,78.85,1.0,4.0,1,2,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
579,3,1.0,32.0,0,0,7.925,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
888,3,0.0,22.0,1,2,23.45,0.0,2.0,3,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
162,3,1.0,26.0,0,0,7.775,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
630,1,1.0,80.0,0,0,30.0,1.0,5.0,0,1,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
152,3,1.0,55.0,0,0,8.05,0.0,5.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
684,2,1.0,60.0,1,1,39.0,1.0,5.0,2,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
629,3,1.0,32.0,0,0,7.7333,0.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
675,3,1.0,18.0,0,0,7.775,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
111,3,0.0,14.0,1,0,14.4542,0.0,1.0,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
226,2,1.0,19.0,0,0,10.5,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
618,2,0.0,4.0,2,1,39.0,1.0,0.0,3,2,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
103,3,1.0,33.0,0,0,8.6542,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
421,3,1.0,21.0,0,0,7.7333,1.0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
419,3,0.0,10.0,0,2,24.15,1.0,0.0,2,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
586,2,1.0,47.0,0,0,15.0,1.0,4.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
119,3,0.0,2.0,4,2,31.275,1.0,0.0,6,7,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
53,2,0.0,29.0,1,0,26.0,1.0,3.0,1,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
151,1,0.0,22.0,1,0,66.6,1.0,2.0,1,2,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
403,3,1.0,28.0,1,0,15.85,1.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
839,1,1.0,32.0,0,0,29.7,0.0,3.0,0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
207,3,1.0,26.0,0,0,18.7875,1.0,3.0,0,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
752,3,1.0,33.0,0,0,9.5,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
717,2,0.0,27.0,0,0,10.5,1.0,3.0,0,1,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
8,3,0.0,27.0,0,2,11.1333,1.0,3.0,2,3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
722,2,1.0,34.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
36,3,1.0,32.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
452,1,1.0,30.0,0,0,27.75,1.0,3.0,0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
253,3,1.0,30.0,1,0,16.1,1.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
303,2,0.0,22.0,0,0,12.35,0.0,2.0,0,1,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
667,3,1.0,32.0,0,0,7.775,0.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
571,1,0.0,53.0,2,0,51.4792,1.0,5.0,2,1,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
636,3,1.0,32.0,0,0,7.925,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
714,2,1.0,52.0,0,0,13.0,1.0,5.0,0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
262,1,1.0,52.0,1,1,79.65,1.0,5.0,2,3,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
610,3,0.0,39.0,1,5,31.275,1.0,4.0,6,7,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
297,1,0.0,2.0,1,2,151.55,1.0,0.0,3,4,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
414,3,1.0,44.0,0,0,7.925,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
150,2,1.0,51.0,0,0,12.525,1.0,5.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
705,2,1.0,39.0,0,0,26.0,1.0,4.0,0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
789,1,1.0,46.0,0,0,79.2,1.0,4.0,0,2,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
550,1,1.0,17.0,0,2,110.8833,1.0,1.0,2,4,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
488,3,1.0,30.0,0,0,8.05,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
147,3,0.0,9.0,2,2,34.375,1.0,0.0,4,4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
146,3,1.0,27.0,0,0,7.7958,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
836,3,1.0,21.0,0,0,8.6625,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
826,3,1.0,32.0,0,0,56.4958,0.0,3.0,0,7,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
870,3,1.0,26.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
348,3,1.0,3.0,1,1,15.9,1.0,0.0,2,2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
463,2,1.0,48.0,0,0,13.0,1.0,4.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
325,1,0.0,36.0,0,0,135.6333,1.0,4.0,0,3,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
186,3,0.0,35.0,1,0,15.5,0.0,4.0,1,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
123,2,0.0,32.0,0,0,13.0,0.0,3.0,0,1,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
759,1,0.0,33.0,0,0,86.5,1.0,3.0,0,3,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
608,2,0.0,22.0,1,2,41.5792,1.0,2.0,3,3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
143,3,1.0,19.0,0,0,6.75,1.0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
851,3,1.0,74.0,0,0,7.775,1.0,5.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
197,3,1.0,42.0,0,1,8.4042,1.0,4.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
609,1,0.0,40.0,0,0,153.4625,1.0,4.0,0,3,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
279,3,0.0,35.0,1,1,20.25,1.0,4.0,2,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
293,3,0.0,24.0,0,0,8.85,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
400,3,1.0,39.0,0,0,7.925,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
122,2,1.0,32.0,1,0,30.0708,0.0,3.0,1,2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
183,2,1.0,1.0,2,1,39.0,1.0,0.0,3,2,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
202,3,1.0,34.0,0,0,6.4958,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
438,1,1.0,64.0,1,4,263.0,1.0,5.0,5,4,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
246,3,0.0,25.0,0,0,7.775,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
415,3,0.0,35.0,0,0,8.05,0.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
788,3,1.0,1.0,1,2,20.575,1.0,0.0,3,2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
129,3,1.0,45.0,0,0,6.975,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
637,2,1.0,31.0,1,1,26.25,1.0,3.0,2,3,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
402,3,0.0,21.0,1,0,9.825,1.0,2.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
794,3,1.0,25.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
689,1,0.0,15.0,0,1,211.3375,1.0,1.0,1,3,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
810,3,1.0,26.0,0,0,7.8875,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
219,2,1.0,30.0,0,0,10.5,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
641,1,0.0,24.0,0,0,69.3,1.0,2.0,0,2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
812,2,1.0,35.0,0,0,10.5,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
672,2,1.0,70.0,0,0,10.5,1.0,5.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
815,1,1.0,32.0,0,0,84.1546875,0.0,3.0,0,1,4.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
624,3,1.0,21.0,0,0,16.1,1.0,2.0,0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
855,3,0.0,18.0,0,1,9.35,1.0,2.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
680,3,0.0,22.0,0,0,8.1375,0.0,2.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
386,3,1.0,1.0,5,2,46.9,1.0,0.0,7,6,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
863,3,0.0,22.0,8,2,69.55,0.0,2.0,10,7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
509,3,1.0,26.0,0,0,56.4958,1.0,3.0,0,7,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
267,3,1.0,25.0,1,0,7.775,1.0,3.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
732,2,1.0,32.0,0,0,20.66218315217392,0.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
441,3,1.0,20.0,0,0,9.5,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
496,1,0.0,54.0,1,0,78.2667,1.0,5.0,1,2,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
112,3,1.0,22.0,0,0,8.05,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
232,2,1.0,59.0,0,0,13.5,1.0,5.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
774,2,0.0,54.0,1,3,23.0,1.0,5.0,4,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
607,1,1.0,27.0,0,0,30.5,1.0,3.0,0,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
671,1,1.0,31.0,1,0,52.0,1.0,3.0,1,1,4.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
373,1,1.0,22.0,0,0,135.6333,1.0,2.0,0,3,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
872,1,1.0,33.0,0,0,5.0,1.0,3.0,0,1,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
751,3,1.0,6.0,0,1,12.475,1.0,0.0,1,2,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
233,3,0.0,5.0,4,2,31.3875,1.0,0.0,6,4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
806,1,1.0,39.0,0,0,84.1546875,1.0,4.0,0,1,4.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
676,3,1.0,24.0,0,0,8.05,0.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
317,2,1.0,54.0,0,0,14.0,1.0,5.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
648,3,1.0,32.0,0,0,7.55,0.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
410,3,1.0,32.0,0,0,7.8958,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
798,3,1.0,30.0,0,0,7.2292,1.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
358,3,0.0,22.0,0,0,7.8792,0.0,2.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
258,1,0.0,35.0,0,0,512.3292,1.0,4.0,0,3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
627,1,0.0,21.0,0,0,77.9583,1.0,2.0,0,3,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
632,1,1.0,32.0,0,0,30.5,1.0,3.0,0,1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
282,3,1.0,16.0,0,0,9.5,1.0,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
376,3,0.0,22.0,0,0,7.25,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
384,3,1.0,32.0,0,0,7.8958,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
224,1,1.0,38.0,1,0,90.0,1.0,4.0,1,2,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
846,3,1.0,32.0,8,2,69.55,0.0,3.0,10,7,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
728,2,1.0,25.0,1,0,26.0,1.0,3.0,1,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
472,2,0.0,33.0,1,2,27.75,1.0,3.0,3,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
347,3,0.0,35.0,1,0,16.1,0.0,4.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
505,1,1.0,18.0,1,0,108.9,1.0,2.0,1,2,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
639,3,1.0,32.0,1,0,16.1,0.0,3.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
878,3,1.0,32.0,0,0,7.8958,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
824,3,1.0,2.0,4,1,39.6875,1.0,0.0,5,6,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
803,3,1.0,0.0,0,1,8.5167,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
619,2,1.0,26.0,0,0,10.5,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
761,3,1.0,41.0,0,0,7.125,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
645,1,1.0,48.0,1,0,76.7292,1.0,4.0,1,3,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
754,2,0.0,48.0,1,2,65.0,1.0,4.0,3,2,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
556,1,0.0,48.0,1,0,39.6,1.0,4.0,1,1,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
850,3,1.0,4.0,4,2,31.275,1.0,0.0,6,7,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
577,1,0.0,39.0,1,0,55.9,1.0,4.0,1,2,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
85,3,0.0,33.0,3,0,15.85,1.0,3.0,3,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
242,2,1.0,29.0,0,0,10.5,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
698,1,1.0,49.0,1,1,110.8833,1.0,4.0,2,4,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
159,3,1.0,4.0,8,2,69.55,0.0,0.0,10,7,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
524,3,1.0,32.0,0,0,7.2292,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,1,1.0,42.0,1,0,52.0,1.0,4.0,1,2,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
540,1,0.0,36.0,0,2,71.0,1.0,4.0,2,2,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
170,1,1.0,61.0,0,0,33.5,1.0,5.0,0,1,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
654,3,0.0,18.0,0,0,6.75,1.0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
786,3,0.0,18.0,0,0,7.4958,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
755,2,1.0,0.0,1,1,14.5,1.0,0.0,2,2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
838,3,1.0,32.0,0,0,56.4958,1.0,3.0,0,7,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
95,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
563,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
240,3,0.0,22.0,1,0,14.4542,0.0,2.0,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
